Year;Country;Population;Type
1980;North America;320.27638;Region
1980;Bermuda;0.05473;State
1980;Canada;24.5933;State
1980;Greenland;0.05021;State
1980;Mexico;68.34748;State
1980;Saint Pierre and Miquelon;0.00599;State
1980;United States;227.22468;State
1980;Central & South America;293.05856;Region
1980;Antigua and Barbuda;0.06855;State
1980;Argentina;28.3698;State
1980;Bahamas - The;0.20976;State
1980;Barbados;0.25197;State
1980;Belize;0.14442;State
1980;Bolivia;5.4413;State
1980;Brazil;123.01963;State
1980;Cayman Islands;0.01708;State
1980;Chile;11.09372;State
1980;Colombia;26.63129;State
1980;Costa Rica;2.29912;State
1980;Cuba;9.65298;State
1980;Dominica;0.07389;State
1980;Dominican Republic;5.69686;State
1980;Ecuador;7.9205;State
1980;El Salvador;4.57041;State
1980;Falkland Islands (Islas Malvinas);0.002;State
1980;French Guiana;0.07;State
1980;Grenada;0.09016;State
1980;Guadeloupe;0.337;State
1980;Guatemala;6.64959;State
1980;Guyana;0.75935;State
1980;Haiti;5.5077;State
1980;Honduras;3.40247;State
1980;Jamaica;2.2288;State
1980;Martinique;0.339;State
1980;Montserrat;0.01177;State
1980;Netherlands Antilles;0.23244;State
1980;Nicaragua;2.80565;State
1980;Panama;1.95957;State
1980;Paraguay;3.1716;State
1980;Peru;17.2953;State
1980;Puerto Rico;3.20965;State
1980;Saint Kitts and Nevis;0.04357;State
1980;Saint Lucia;0.12248;State
1980;Saint Vincent/Grenadines;0.09814;State
1980;Suriname;0.35408;State
1980;Trinidad and Tobago;1.09051;State
1980;Turks and Caicos Islands;0.00747;State
1980;Uruguay;2.93049;State
1980;Venezuela;14.76789;State
1980;Virgin Islands -  U.S.;0.09964;State
1980;Virgin Islands - British;0.011;State
1980;Europe;529.50082;Continent
1980;Albania;2.67141;State
1980;Austria;7.54943;State
1980;Belgium;9.8468;State
1980;Bulgaria;8.84353;State
1980;Cyprus;0.63027;State
1980;Denmark;5.12303;State
1980;Faroe Islands;0.04345;State
1980;Finland;4.77954;State
1980;France;53.98766;State
1980;Germany;71.54;State
1980;Gibraltar;0.02883;State
1980;Greece;9.64251;State
1980;Hungary;10.71112;State
1980;Iceland;0.22816;State
1980;Ireland;3.401;State
1980;Italy;56.47271;State
1980;Luxembourg;0.3644;State
1980;Malta;0.364;State
1980;Netherlands;14.1439;State
1980;Norway;4.08562;State
1980;Poland;35.57802;State
1980;Portugal;9.7778;State
1980;Romania;22.13004;State
1980;Spain;37.48836;State
1980;Sweden;8.31047;State
1980;Switzerland;6.4103;State
1980;Turkey;45.04797;State
1980;United Kingdom;56.51888;State
1980;Eurasia;265.92182;Region
1980;Middle East;93.78699;Region
1980;Bahrain;0.34757;State
1980;Iran;39.70873;State
1980;Iraq;13.23284;State
1980;Israel;3.73747;State
1980;Jordan;2.16278;State
1980;Kuwait;1.36977;State
1980;Lebanon;2.8987;State
1980;Oman;1.18548;State
1980;Qatar;0.2369;State
1980;Saudi Arabia;10.02152;State
1980;Syria;8.75241;State
1980;United Arab Emirates;1.00029;State
1980;Yemen;9.13255;State
1980;Africa;478.96479;Continent
1980;Algeria;18.80606;State
1980;Angola;6.74308;State
1980;Benin;3.45806;State
1980;Botswana;0.90048;State
1980;Burkina Faso;6.31819;State
1980;Burundi;4.29821;State
1980;Cameroon;8.76249;State
1980;Cape Verde;0.29645;State
1980;Central African Republic;2.34878;State
1980;Chad;4.52239;State
1980;Comoros;0.33351;State
1980;Congo (Brazzaville);1.67429;State
1980;Congo (Kinshasa);29.01255;State
1980;Cote dIvoire (IvoryCoast);8.59326;State
1980;Djibouti;0.32687;State
1980;Egypt;42.63422;State
1980;Equatorial Guinea;0.25601;State
1980;Ethiopia;38.6052;State
1980;Gabon;0.71383;State
1980;Gambia - The;0.67052;State
1980;Ghana;11.01119;State
1980;Guinea;4.44737;State
1980;Guinea-Bissau;0.7889;State
1980;Kenya;16.33054;State
1980;Lesotho;1.35857;State
1980;Liberia;1.8571;State
1980;Libya;3.06862;State
1980;Madagascar;8.69125;State
1980;Malawi;6.25893;State
1980;Mali;6.82161;State
1980;Mauritania;1.54491;State
1980;Mauritius;0.9637;State
1980;Morocco;19.48727;State
1980;Mozambique;12.10262;State
1980;Niger;6.09347;State
1980;Nigeria;74.82127;State
1980;Reunion;0.51;State
1980;Rwanda;5.13984;State
1980;Saint Helena;0.00647;State
1980;Sao Tome and Principe;0.09407;State
1980;Senegal;5.61133;State
1980;Seychelles;0.06395;State
1980;Sierra Leone;3.33503;State
1980;Somalia;5.79356;State
1980;South Africa;30.30961;State
1980;Sudan;19.48245;State
1980;Swaziland;0.61146;State
1980;Tanzania;18.66506;State
1980;Togo;2.62551;State
1980;Tunisia;6.44318;State
1980;Uganda;12.41472;State
1980;Western Sahara;0.12404;State
1980;Zambia;5.64278;State
1980;Zimbabwe;7.16997;State
1980;Asia & Oceania;2469.81743;Region
1980;Afghanistan;15.0436;State
1980;American Samoa;0.03242;State
1980;Australia;14.6159;State
1980;Bangladesh;87.93733;State
1980;Bhutan;0.44604;State
1980;Brunei;0.18522;State
1980;Burma (Myanmar);33.33642;State
1980;Cambodia;6.88852;State
1980;China;984.73646;State
1980;Cook Islands;0.01801;State
1980;Fiji;0.63451;State
1980;French Polynesia;0.1509;State
1980;Guam;0.10687;State
1980;Hong Kong;5.0631;State
1980;India;684.8877;State
1980;Indonesia;151.0244;State
1980;Japan;116.80731;State
1980;Kiribati;0.05754;State
1980;Korea - North;17.11363;State
1980;Korea - South;38.124;State
1980;Laos;3.29316;State
1980;Macau;0.25577;State
1980;Malaysia;13.46009;State
1980;Maldives;0.15287;State
1980;Mongolia;1.66238;State
1980;Nauru;0.00771;State
1980;Nepal;14.66525;State
1980;New Caledonia;0.1394;State
1980;New Zealand;3.16815;State
1980;Niue;0.002;State
1980;Pakistan;85.21912;State
1980;Papua New Guinea;2.8464;State
1980;Philippines;50.94018;State
1980;Samoa;0.15904;State
1980;Singapore;2.4139;State
1980;Solomon Islands;0.23077;State
1980;Sri Lanka;15.05597;State
1980;Taiwan;17.84832;State
1980;Thailand;47.02576;State
1980;Tonga;0.09136;State
1980;U.S. Pacific Islands;0.13796;State
1980;Vanuatu;0.11679;State
1980;Vietnam;53.7152;State
1980;World;4451.32679;World
1981;North America;324.44694;Region
1981;Bermuda;0.05491;State
1981;Canada;24.9;State
1981;Greenland;0.05103;State
1981;Mexico;69.96926;State
1981;Saint Pierre and Miquelon;0.00601;State
1981;United States;229.46571;State
1981;Central & South America;299.43033;Region
1981;Antigua and Barbuda;0.06826;State
1981;Argentina;28.84806;State
1981;Bahamas - The;0.21345;State
1981;Barbados;0.25236;State
1981;Belize;0.14921;State
1981;Bolivia;5.54522;State
1981;Brazil;125.99213;State
1981;Cayman Islands;0.0179;State
1981;Chile;11.2823;State
1981;Colombia;27.21489;State
1981;Costa Rica;2.35729;State
1981;Cuba;9.71198;State
1981;Dominica;0.07352;State
1981;Dominican Republic;5.83171;State
1981;Ecuador;8.14108;State
1981;El Salvador;4.51972;State
1981;Falkland Islands (Islas Malvinas);0.002;State
1981;French Guiana;0.07;State
1981;Grenada;0.09235;State
1981;Guadeloupe;0.339;State
1981;Guatemala;6.82868;State
1981;Guyana;0.76193;State
1981;Haiti;5.62287;State
1981;Honduras;3.54306;State
1981;Jamaica;2.25837;State
1981;Martinique;0.341;State
1981;Montserrat;0.01179;State
1981;Netherlands Antilles;0.23449;State
1981;Nicaragua;2.90173;State
1981;Panama;1.9989;State
1981;Paraguay;3.25084;State
1981;Peru;17.7548;State
1981;Puerto Rico;3.23897;State
1981;Saint Kitts and Nevis;0.04348;State
1981;Saint Lucia;0.124;State
1981;Saint Vincent/Grenadines;0.0992;State
1981;Suriname;0.35251;State
1981;Trinidad and Tobago;1.10784;State
1981;Turks and Caicos Islands;0.00779;State
1981;Uruguay;2.94813;State
1981;Venezuela;15.16626;State
1981;Virgin Islands -  U.S.;0.09985;State
1981;Virgin Islands - British;0.01142;State
1981;Europe;532.62947;Continent
1981;Albania;2.72427;State
1981;Austria;7.56463;State
1981;Belgium;9.8524;State
1981;Bulgaria;8.86944;State
1981;Cyprus;0.63805;State
1981;Denmark;5.12157;State
1981;Faroe Islands;0.04386;State
1981;Finland;4.79996;State
1981;France;54.27995;State
1981;Germany;71.66;State
1981;Gibraltar;0.02927;State
1981;Greece;9.72935;State
1981;Hungary;10.71185;State
1981;Iceland;0.2308;State
1981;Ireland;3.4434;State
1981;Italy;56.5242;State
1981;Luxembourg;0.3654;State
1981;Malta;0.36365;State
1981;Netherlands;14.24605;State
1981;Norway;4.0997;State
1981;Poland;35.90196;State
1981;Portugal;9.85008;State
1981;Romania;22.25655;State
1981;Spain;37.7508;State
1981;Sweden;8.32049;State
1981;Switzerland;6.45112;State
1981;Turkey;46.25323;State
1981;United Kingdom;56.58903;State
1981;Eurasia;268.11401;Region
1981;Middle East;97.61915;Region
1981;Bahrain;0.36343;State
1981;Iran;41.45082;State
1981;Iraq;13.7031;State
1981;Israel;3.80134;State
1981;Jordan;2.25377;State
1981;Kuwait;1.43219;State
1981;Lebanon;2.9517;State
1981;Oman;1.24951;State
1981;Qatar;0.24928;State
1981;Saudi Arabia;10.65493;State
1981;Syria;9.04923;State
1981;United Arab Emirates;1.06972;State
1981;Yemen;9.39014;State
1981;Africa;493.63386;Continent
1981;Algeria;19.40704;State
1981;Angola;6.87957;State
1981;Benin;3.56485;State
1981;Botswana;0.93444;State
1981;Burkina Faso;6.47437;State
1981;Burundi;4.47776;State
1981;Cameroon;9.04792;State
1981;Cape Verde;0.3002;State
1981;Central African Republic;2.41277;State
1981;Chad;4.51494;State
1981;Comoros;0.34088;State
1981;Congo (Brazzaville);1.72374;State
1981;Congo (Kinshasa);29.80802;State
1981;Cote dIvoire (IvoryCoast);8.92247;State
1981;Djibouti;0.34483;State
1981;Egypt;44.1961;State
1981;Equatorial Guinea;0.27178;State
1981;Ethiopia;40.35937;State
1981;Gabon;0.73084;State
1981;Gambia - The;0.69266;State
1981;Ghana;11.17096;State
1981;Guinea;4.54036;State
1981;Guinea-Bissau;0.80706;State
1981;Kenya;16.98722;State
1981;Lesotho;1.39518;State
1981;Liberia;1.913;State
1981;Libya;3.20768;State
1981;Madagascar;8.93876;State
1981;Malawi;6.45967;State
1981;Mali;6.95002;State
1981;Mauritania;1.57765;State
1981;Mauritius;0.97905;State
1981;Morocco;19.84622;State
1981;Mozambique;12.36323;State
1981;Niger;6.239;State
1981;Nigeria;77.14958;State
1981;Reunion;0.51;State
1981;Rwanda;5.30899;State
1981;Saint Helena;0.00658;State
1981;Sao Tome and Principe;0.09644;State
1981;Senegal;5.75446;State
1981;Seychelles;0.0647;State
1981;Sierra Leone;3.40215;State
1981;Somalia;5.8288;State
1981;South Africa;31.24317;State
1981;Sudan;20.19661;State
1981;Swaziland;0.63131;State
1981;Tanzania;19.212;State
1981;Togo;2.71957;State
1981;Tunisia;6.60571;State
1981;Uganda;12.72525;State
1981;Western Sahara;0.13909;State
1981;Zambia;5.83063;State
1981;Zimbabwe;7.42922;State
1981;Asia & Oceania;2518.13689;Region
1981;Afghanistan;13.67368;State
1981;American Samoa;0.0336;State
1981;Australia;14.92326;State
1981;Bangladesh;94.14314;State
1981;Bhutan;0.46195;State
1981;Brunei;0.19283;State
1981;Burma (Myanmar);33.98181;State
1981;Cambodia;7.0792;State
1981;China;997.00072;State
1981;Cook Islands;0.01765;State
1981;Fiji;0.64677;State
1981;French Polynesia;0.15569;State
1981;Guam;0.10917;State
1981;Hong Kong;5.1834;State
1981;India;699.15377;State
1981;Indonesia;154.13906;State
1981;Japan;117.64809;State
1981;Kiribati;0.05845;State
1981;Korea - North;17.38401;State
1981;Korea - South;38.723;State
1981;Laos;3.33698;State
1981;Macau;0.26093;State
1981;Malaysia;13.87521;State
1981;Maldives;0.15725;State
1981;Mongolia;1.70883;State
1981;Nauru;0.00785;State
1981;Nepal;15.01086;State
1981;New Caledonia;0.1425;State
1981;New Zealand;3.18345;State
1981;Niue;0.002;State
1981;Pakistan;90.97508;State
1981;Papua New Guinea;2.91716;State
1981;Philippines;52.2276;State
1981;Samoa;0.16092;State
1981;Singapore;2.53537;State
1981;Solomon Islands;0.23874;State
1981;Sri Lanka;15.31549;State
1981;Taiwan;18.17743;State
1981;Thailand;47.9365;State
1981;Tonga;0.09177;State
1981;U.S. Pacific Islands;0.14283;State
1981;Vanuatu;0.12026;State
1981;Vietnam;54.90268;State
1981;World;4534.01064;World
1982;North America;328.62014;Region
1982;Bermuda;0.05517;State
1982;Canada;25.2019;State
1982;Greenland;0.05166;State
1982;Mexico;71.6409;State
1982;Saint Pierre and Miquelon;0.00605;State
1982;United States;231.66446;State
1982;Central & South America;305.95253;Region
1982;Antigua and Barbuda;0.06801;State
1982;Argentina;29.32988;State
1982;Bahamas - The;0.21713;State
1982;Barbados;0.25348;State
1982;Belize;0.1533;State
1982;Bolivia;5.64222;State
1982;Brazil;129.02765;State
1982;Cayman Islands;0.01852;State
1982;Chile;11.48711;State
1982;Colombia;27.82604;State
1982;Costa Rica;2.42437;State
1982;Cuba;9.78922;State
1982;Dominica;0.07381;State
1982;Dominican Republic;5.96874;State
1982;Ecuador;8.36585;State
1982;El Salvador;4.47992;State
1982;Falkland Islands (Islas Malvinas);0.002;State
1982;French Guiana;0.07;State
1982;Grenada;0.09241;State
1982;Guadeloupe;0.341;State
1982;Guatemala;6.98272;State
1982;Guyana;0.76286;State
1982;Haiti;5.74042;State
1982;Honduras;3.67004;State
1982;Jamaica;2.29831;State
1982;Martinique;0.343;State
1982;Montserrat;0.01166;State
1982;Netherlands Antilles;0.23757;State
1982;Nicaragua;2.97991;State
1982;Panama;2.0395;State
1982;Paraguay;3.33837;State
1982;Peru;18.17252;State
1982;Puerto Rico;3.279;State
1982;Saint Kitts and Nevis;0.04338;State
1982;Saint Lucia;0.12558;State
1982;Saint Vincent/Grenadines;0.10048;State
1982;Suriname;0.36009;State
1982;Trinidad and Tobago;1.12732;State
1982;Turks and Caicos Islands;0.00815;State
1982;Uruguay;2.96835;State
1982;Venezuela;15.62077;State
1982;Virgin Islands -  U.S.;0.10007;State
1982;Virgin Islands - British;0.01182;State
1982;Europe;535.24974;Continent
1982;Albania;2.7801;State
1982;Austria;7.57461;State
1982;Belgium;9.8563;State
1982;Bulgaria;8.8921;State
1982;Cyprus;0.64532;State
1982;Denmark;5.11781;State
1982;Faroe Islands;0.04425;State
1982;Finland;4.82693;State
1982;France;54.5712;State
1982;Germany;71.6;State
1982;Gibraltar;0.02885;State
1982;Greece;9.78648;State
1982;Hungary;10.70554;State
1982;Iceland;0.234;State
1982;Ireland;3.48;State
1982;Italy;56.55763;State
1982;Luxembourg;0.36572;State
1982;Malta;0.36022;State
1982;Netherlands;14.3104;State
1982;Norway;4.11479;State
1982;Poland;36.22738;State
1982;Portugal;9.85965;State
1982;Romania;22.35673;State
1982;Spain;37.98331;State
1982;Sweden;8.32526;State
1982;Switzerland;6.49438;State
1982;Turkey;47.46418;State
1982;United Kingdom;56.53848;State
1982;Eurasia;270.37541;Region
1982;Middle East;101.52251;Region
1982;Bahrain;0.37796;State
1982;Iran;43.21824;State
1982;Iraq;14.17332;State
1982;Israel;3.85842;State
1982;Jordan;2.34764;State
1982;Kuwait;1.49749;State
1982;Lebanon;3.0056;State
1982;Oman;1.3136;State
1982;Qatar;0.25961;State
1982;Saudi Arabia;11.28881;State
1982;Syria;9.38665;State
1982;United Arab Emirates;1.13755;State
1982;Yemen;9.65762;State
1982;Africa;508.69882;Continent
1982;Algeria;20.03375;State
1982;Angola;7.01853;State
1982;Benin;3.67513;State
1982;Botswana;0.97065;State
1982;Burkina Faso;6.63723;State
1982;Burundi;4.58491;State
1982;Cameroon;9.28255;State
1982;Cape Verde;0.30409;State
1982;Central African Republic;2.47757;State
1982;Chad;4.73288;State
1982;Comoros;0.34882;State
1982;Congo (Brazzaville);1.77516;State
1982;Congo (Kinshasa);30.64884;State
1982;Cote dIvoire (IvoryCoast);9.25983;State
1982;Djibouti;0.35616;State
1982;Egypt;45.68181;State
1982;Equatorial Guinea;0.28548;State
1982;Ethiopia;42.18999;State
1982;Gabon;0.75424;State
1982;Gambia - The;0.71552;State
1982;Ghana;11.39415;State
1982;Guinea;4.63601;State
1982;Guinea-Bissau;0.82577;State
1982;Kenya;17.65997;State
1982;Lesotho;1.43282;State
1982;Liberia;1.97148;State
1982;Libya;3.34789;State
1982;Madagascar;9.19587;State
1982;Malawi;6.66854;State
1982;Mali;7.08238;State
1982;Mauritania;1.61189;State
1982;Mauritius;0.99204;State
1982;Morocco;20.19873;State
1982;Mozambique;12.58733;State
1982;Niger;6.38918;State
1982;Nigeria;79.51098;State
1982;Reunion;0.52;State
1982;Rwanda;5.48328;State
1982;Saint Helena;0.00664;State
1982;Sao Tome and Principe;0.09824;State
1982;Senegal;5.90285;State
1982;Seychelles;0.06528;State
1982;Sierra Leone;3.47225;State
1982;Somalia;5.8345;State
1982;South Africa;32.2392;State
1982;Sudan;20.94364;State
1982;Swaziland;0.64981;State
1982;Tanzania;19.77679;State
1982;Togo;2.8166;State
1982;Tunisia;6.7341;State
1982;Uganda;13.07893;State
1982;Western Sahara;0.15455;State
1982;Zambia;6.0475;State
1982;Zimbabwe;7.63652;State
1982;Asia & Oceania;2563.52187;Region
1982;Afghanistan;12.57743;State
1982;American Samoa;0.03471;State
1982;Australia;15.16178;State
1982;Bangladesh;96.18533;State
1982;Bhutan;0.47824;State
1982;Brunei;0.19886;State
1982;Burma (Myanmar);34.64219;State
1982;Cambodia;7.29713;State
1982;China;1012.49049;State
1982;Cook Islands;0.01744;State
1982;Fiji;0.65891;State
1982;French Polynesia;0.16042;State
1982;Guam;0.10928;State
1982;Hong Kong;5.2645;State
1982;India;713.71094;State
1982;Indonesia;157.27963;State
1982;Japan;118.45497;State
1982;Kiribati;0.05935;State
1982;Korea - North;17.64752;State
1982;Korea - South;39.326;State
1982;Laos;3.41116;State
1982;Macau;0.27081;State
1982;Malaysia;14.30829;State
1982;Maldives;0.1619;State
1982;Mongolia;1.75603;State
1982;Nauru;0.008;State
1982;Nepal;15.37507;State
1982;New Caledonia;0.145;State
1982;New Zealand;3.2149;State
1982;Niue;0.002;State
1982;Pakistan;94.09612;State
1982;Papua New Guinea;2.991;State
1982;Philippines;53.55718;State
1982;Samoa;0.16074;State
1982;Singapore;2.65187;State
1982;Solomon Islands;0.24693;State
1982;Sri Lanka;15.57547;State
1982;Taiwan;18.50139;State
1982;Thailand;48.82716;State
1982;Tonga;0.0922;State
1982;U.S. Pacific Islands;0.14762;State
1982;Vanuatu;0.12379;State
1982;Vietnam;56.14218;State
1982;World;4613.94102;World
1983;North America;332.72487;Region
1983;Bermuda;0.05551;State
1983;Canada;25.4563;State
1983;Greenland;0.05211;State
1983;Mexico;73.36288;State
1983;Saint Pierre and Miquelon;0.00607;State
1983;United States;233.79199;State
1983;Central & South America;312.51136;Region
1983;Antigua and Barbuda;0.06562;State
1983;Argentina;29.79355;State
1983;Bahamas - The;0.22086;State
1983;Barbados;0.25485;State
1983;Belize;0.15685;State
1983;Bolivia;5.73743;State
1983;Brazil;131.96012;State
1983;Cayman Islands;0.01909;State
1983;Chile;11.68662;State
1983;Colombia;28.45499;State
1983;Costa Rica;2.49435;State
1983;Cuba;9.88126;State
1983;Dominica;0.07429;State
1983;Dominican Republic;6.10582;State
1983;Ecuador;8.59349;State
1983;El Salvador;4.52671;State
1983;Falkland Islands (Islas Malvinas);0.002;State
1983;French Guiana;0.08;State
1983;Grenada;0.09253;State
1983;Guadeloupe;0.345;State
1983;Guatemala;7.18865;State
1983;Guyana;0.76216;State
1983;Haiti;5.86229;State
1983;Honduras;3.79614;State
1983;Jamaica;2.30639;State
1983;Martinique;0.346;State
1983;Montserrat;0.01156;State
1983;Netherlands Antilles;0.24092;State
1983;Nicaragua;3.04918;State
1983;Panama;2.08079;State
1983;Paraguay;3.43192;State
1983;Peru;18.59145;State
1983;Puerto Rico;3.31603;State
1983;Saint Kitts and Nevis;0.04323;State
1983;Saint Lucia;0.12729;State
1983;Saint Vincent/Grenadines;0.10181;State
1983;Suriname;0.36762;State
1983;Trinidad and Tobago;1.14815;State
1983;Turks and Caicos Islands;0.00852;State
1983;Uruguay;2.98883;State
1983;Venezuela;16.08442;State
1983;Virgin Islands -  U.S.;0.10035;State
1983;Virgin Islands - British;0.01226;State
1983;Europe;537.6101;Continent
1983;Albania;2.83732;State
1983;Austria;7.5529;State
1983;Belgium;9.85552;State
1983;Bulgaria;8.91028;State
1983;Cyprus;0.6565;State
1983;Denmark;5.1143;State
1983;Faroe Islands;0.04457;State
1983;Finland;4.85579;State
1983;France;54.78401;State
1983;Germany;71.38;State
1983;Gibraltar;0.02835;State
1983;Greece;9.84053;State
1983;Hungary;10.68946;State
1983;Iceland;0.23704;State
1983;Ireland;3.504;State
1983;Italy;56.65244;State
1983;Luxembourg;0.36589;State
1983;Malta;0.35577;State
1983;Netherlands;14.36238;State
1983;Norway;4.12843;State
1983;Poland;36.57142;State
1983;Portugal;9.87224;State
1983;Romania;22.40728;State
1983;Spain;38.18417;State
1983;Sweden;8.32903;State
1983;Switzerland;6.52752;State
1983;Turkey;48.66062;State
1983;United Kingdom;56.57376;State
1983;Eurasia;272.79689;Region
1983;Middle East;105.53011;Region
1983;Bahrain;0.39303;State
1983;Iran;44.98932;State
1983;Iraq;14.65222;State
1983;Israel;3.92689;State
1983;Jordan;2.44068;State
1983;Kuwait;1.56582;State
1983;Lebanon;3.06024;State
1983;Oman;1.37675;State
1983;Qatar;0.29241;State
1983;Saudi Arabia;11.95226;State
1983;Syria;9.73512;State
1983;United Arab Emirates;1.2091;State
1983;Yemen;9.93626;State
1983;Africa;523.66026;Continent
1983;Algeria;20.68098;State
1983;Angola;7.24054;State
1983;Benin;3.78904;State
1983;Botswana;1.00702;State
1983;Burkina Faso;6.80728;State
1983;Burundi;4.7052;State
1983;Cameroon;9.56272;State
1983;Cape Verde;0.3082;State
1983;Central African Republic;2.54328;State
1983;Chad;4.97116;State
1983;Comoros;0.3572;State
1983;Congo (Brazzaville);1.82856;State
1983;Congo (Kinshasa);31.44687;State
1983;Cote dIvoire (IvoryCoast);9.60646;State
1983;Djibouti;0.37012;State
1983;Egypt;47.09303;State
1983;Equatorial Guinea;0.29958;State
1983;Ethiopia;43.4599;State
1983;Gabon;0.77902;State
1983;Gambia - The;0.73914;State
1983;Ghana;12.15058;State
1983;Guinea;4.7344;State
1983;Guinea-Bissau;0.84501;State
1983;Kenya;18.34799;State
1983;Lesotho;1.47148;State
1983;Liberia;2.03237;State
1983;Libya;3.48858;State
1983;Madagascar;9.46302;State
1983;Malawi;6.88393;State
1983;Mali;7.21901;State
1983;Mauritania;1.64759;State
1983;Mauritius;1.00218;State
1983;Morocco;20.6794;State
1983;Mozambique;12.77284;State
1983;Niger;6.54413;State
1983;Nigeria;81.16374;State
1983;Reunion;0.53;State
1983;Rwanda;5.66317;State
1983;Saint Helena;0.00675;State
1983;Sao Tome and Principe;0.10013;State
1983;Senegal;6.05554;State
1983;Seychelles;0.06585;State
1983;Sierra Leone;3.54564;State
1983;Somalia;6.01035;State
1983;South Africa;33.27827;State
1983;Sudan;21.69704;State
1983;Swaziland;0.67241;State
1983;Tanzania;20.36842;State
1983;Togo;2.9175;State
1983;Tunisia;6.85989;State
1983;Uganda;13.47039;State
1983;Western Sahara;0.16568;State
1983;Zambia;6.28337;State
1983;Zimbabwe;7.92834;State
1983;Asia & Oceania;2610.10261;Region
1983;Afghanistan;12.43058;State
1983;American Samoa;0.03584;State
1983;Australia;15.34807;State
1983;Bangladesh;98.23486;State
1983;Bhutan;0.49489;State
1983;Brunei;0.20495;State
1983;Burma (Myanmar);35.32599;State
1983;Cambodia;7.53065;State
1983;China;1028.35653;State
1983;Cook Islands;0.01749;State
1983;Fiji;0.67191;State
1983;French Polynesia;0.16532;State
1983;Guam;0.11408;State
1983;Hong Kong;5.3451;State
1983;India;728.52155;State
1983;Indonesia;160.44071;State
1983;Japan;119.26995;State
1983;Kiribati;0.06025;State
1983;Korea - North;17.91799;State
1983;Korea - South;39.91;State
1983;Laos;3.49496;State
1983;Macau;0.28545;State
1983;Malaysia;14.75262;State
1983;Maldives;0.16685;State
1983;Mongolia;1.805;State
1983;Nauru;0.00815;State
1983;Nepal;15.75685;State
1983;New Caledonia;0.14658;State
1983;New Zealand;3.25645;State
1983;Niue;0.002;State
1983;Pakistan;96.88143;State
1983;Papua New Guinea;3.0676;State
1983;Philippines;54.88541;State
1983;Samoa;0.16066;State
1983;Singapore;2.68926;State
1983;Solomon Islands;0.25535;State
1983;Sri Lanka;15.78446;State
1983;Taiwan;18.80339;State
1983;Thailand;49.69425;State
1983;Tonga;0.09263;State
1983;U.S. Pacific Islands;0.15281;State
1983;Vanuatu;0.12738;State
1983;Vietnam;57.43635;State
1983;World;4694.9362;World
1984;North America;336.72143;Region
1984;Bermuda;0.05585;State
1984;Canada;25.7018;State
1984;Greenland;0.05263;State
1984;Mexico;75.08014;State
1984;Saint Pierre and Miquelon;0.00611;State
1984;United States;235.8249;State
1984;Central & South America;318.87955;Region
1984;Antigua and Barbuda;0.06447;State
1984;Argentina;30.23064;State
1984;Bahamas - The;0.22462;State
1984;Barbados;0.25611;State
1984;Belize;0.16081;State
1984;Bolivia;5.83429;State
1984;Brazil;134.69947;State
1984;Cayman Islands;0.02002;State
1984;Chile;11.87977;State
1984;Colombia;29.09546;State
1984;Costa Rica;2.5676;State
1984;Cuba;9.97373;State
1984;Dominica;0.07399;State
1984;Dominican Republic;6.24155;State
1984;Ecuador;8.82583;State
1984;El Salvador;4.59375;State
1984;Falkland Islands (Islas Malvinas);0.002;State
1984;French Guiana;0.08;State
1984;Grenada;0.09274;State
1984;Guadeloupe;0.35;State
1984;Guatemala;7.38034;State
1984;Guyana;0.76207;State
1984;Haiti;5.98898;State
1984;Honduras;3.93299;State
1984;Jamaica;2.31306;State
1984;Martinique;0.35;State
1984;Montserrat;0.01144;State
1984;Netherlands Antilles;0.24385;State
1984;Nicaragua;3.12177;State
1984;Panama;2.12346;State
1984;Paraguay;3.53055;State
1984;Peru;19.01088;State
1984;Puerto Rico;3.35004;State
1984;Saint Kitts and Nevis;0.04309;State
1984;Saint Lucia;0.12912;State
1984;Saint Vincent/Grenadines;0.10289;State
1984;Suriname;0.37426;State
1984;Trinidad and Tobago;1.16888;State
1984;Turks and Caicos Islands;0.00891;State
1984;Uruguay;3.00827;State
1984;Venezuela;16.54452;State
1984;Virgin Islands -  U.S.;0.1006;State
1984;Virgin Islands - British;0.01273;State
1984;Europe;539.96611;Continent
1984;Albania;2.896;State
1984;Austria;7.55413;State
1984;Belgium;9.8553;State
1984;Bulgaria;8.92827;State
1984;Cyprus;0.66797;State
1984;Denmark;5.11162;State
1984;Faroe Islands;0.04506;State
1984;Finland;4.88179;State
1984;France;55.08925;State
1984;Germany;71.13;State
1984;Gibraltar;0.02823;State
1984;Greece;9.88717;State
1984;Hungary;10.6681;State
1984;Iceland;0.2395;State
1984;Ireland;3.529;State
1984;Italy;56.71946;State
1984;Luxembourg;0.36627;State
1984;Malta;0.35138;State
1984;Netherlands;14.42002;State
1984;Norway;4.14009;State
1984;Poland;36.90413;State
1984;Portugal;9.88539;State
1984;Romania;22.45379;State
1984;Spain;38.36286;State
1984;Sweden;8.34262;State
1984;Switzerland;6.55628;State
1984;Turkey;49.83974;State
1984;United Kingdom;56.64573;State
1984;Eurasia;275.30423;Region
1984;Middle East;109.62352;Region
1984;Bahrain;0.4083;State
1984;Iran;46.79208;State
1984;Iraq;15.16055;State
1984;Israel;3.99734;State
1984;Jordan;2.53438;State
1984;Kuwait;1.63731;State
1984;Lebanon;3.11544;State
