Year;Country;Population;Type
2003;Syria;17.71535;State
2003;United Arab Emirates;3.7317;State
2003;Yemen;19.13411;State
2003;Africa;863.1923;Continent
2003;Algeria;31.7409;State
2003;Angola;11.05709;State
2003;Benin;7.29371;State
2003;Botswana;1.77709;State
2003;Burkina Faso;13.06539;State
2003;Burundi;7.55265;State
2003;Cameroon;16.48901;State
2003;Cape Verde;0.45483;State
2003;Central African Republic;4.21492;State
2003;Chad;8.74574;State
2003;Comoros;0.63327;State
2003;Congo (Brazzaville);3.41425;State
2003;Congo (Kinshasa);56.88554;State
2003;Cote dIvoire (IvoryCoast);18.068;State
2003;Djibouti;0.69078;State
2003;Egypt;69.50186;State
2003;Equatorial Guinea;0.53593;State
2003;Ethiopia;70.36607;State
2003;Gabon;1.33262;State
2003;Gambia - The;1.5034;State
2003;Ghana;21.1372;State
2003;Guinea;8.75554;State
2003;Guinea-Bissau;1.35992;State
2003;Kenya;33.04178;State
2003;Lesotho;1.92635;State
2003;Liberia;2.76968;State
2003;Libya;5.51013;State
2003;Madagascar;17.23952;State
2003;Malawi;12.7968;State
2003;Mali;11.5228;State
2003;Mauritania;2.69924;State
2003;Mauritius;1.221;State
2003;Morocco;29.19706;State
2003;Mozambique;19.38308;State
2003;Niger;12.23931;State
2003;Nigeria;131.72752;State
2003;Reunion;0.75517;State
2003;Rwanda;9.09847;State
2003;Saint Helena;0.00739;State
2003;Sao Tome and Principe;0.15051;State
2003;Senegal;10.24014;State
2003;Seychelles;0.08205;State
2003;Sierra Leone;4.46568;State
2003;Somalia;8.17424;State
2003;South Africa;46.56663;State
2003;Sudan;36.70783;State
2003;Swaziland;1.21644;State
2003;Tanzania;36.19879;State
2003;Togo;5.42496;State
2003;Tunisia;9.87718;State
2003;Uganda;26.32196;State
2003;Western Sahara;0.3834;State
2003;Zambia;11.17251;State
2003;Zimbabwe;11.81552;State
2003;Asia & Oceania;3531.28903;Region
2003;Afghanistan;24.38858;State
2003;American Samoa;0.0605;State
2003;Australia;19.76654;State
2003;Bangladesh;139.30503;State
2003;Bhutan;0.63576;State
2003;Brunei;0.34726;State
2003;Burma (Myanmar);49.34468;State
2003;Cambodia;12.92071;State
2003;China;1284.30332;State
2003;Cook Islands;0.0146;State
2003;Fiji;0.82318;State
2003;French Polynesia;0.2623;State
2003;Guam;0.16361;State
2003;Hong Kong;6.80974;State
2003;India;1057.25112;State
2003;Indonesia;223.06967;State
2003;Japan;127.35774;State
2003;Kiribati;0.0897;State
2003;Korea - North;21.89828;State
2003;Korea - South;47.65663;State
2003;Laos;5.654;State
2003;Macau;0.44418;State
2003;Malaysia;24.8804;State
2003;Maldives;0.31849;State
2003;Mongolia;2.78408;State
2003;Nauru;0.00993;State
2003;Nepal;26.27538;State
2003;New Caledonia;0.22369;State
2003;New Zealand;3.95813;State
2003;Niue;0.00215;State
2003;Pakistan;163.16564;State
2003;Papua New Guinea;5.18811;State
2003;Philippines;86.75169;State
2003;Samoa;0.18109;State
2003;Singapore;4.27679;State
2003;Solomon Islands;0.47065;State
2003;Sri Lanka;20.09749;State
2003;Taiwan;22.54347;State
2003;Thailand;63.73055;State
2003;Tonga;0.10817;State
2003;U.S. Pacific Islands;0.26116;State
2003;Vanuatu;0.19971;State
2003;Vietnam;82.29659;State
2003;World;6317.4264;World
2004;North America;430.26938;Region
2004;Bermuda;0.06534;State
2004;Canada;32.13476;State
2004;Greenland;0.0577;State
2004;Mexico;104.95959;State
2004;Saint Pierre and Miquelon;0.00625;State
2004;United States;293.04574;State
2004;Central & South America;445.01525;Region
2004;Antigua and Barbuda;0.08019;State
2004;Argentina;38.74183;State
2004;Bahamas - The;0.29406;State
2004;Barbados;0.27882;State
2004;Belize;0.27462;State
2004;Bolivia;8.89597;State
2004;Brazil;186.4886;State
2004;Cayman Islands;0.04316;State
2004;Chile;15.83563;State
2004;Colombia;40.92215;State
2004;Costa Rica;4.1467;State
2004;Cuba;11.28785;State
2004;Dominica;0.07193;State
2004;Dominican Republic;9.03239;State
2004;Ecuador;13.3684;State
2004;El Salvador;5.93512;State
2004;Falkland Islands (Islas Malvinas);0.00297;State
2004;French Guiana;0.19131;State
2004;Grenada;0.10397;State
2004;Guadeloupe;0.44452;State
2004;Guatemala;11.93999;State
2004;Guyana;0.77948;State
2004;Haiti;9.04569;State
2004;Honduras;7.02944;State
2004;Jamaica;2.713;State
2004;Martinique;0.426;State
2004;Montserrat;0.00496;State
2004;Netherlands Antilles;0.21824;State
2004;Nicaragua;5.36349;State
2004;Panama;3.10418;State
2004;Paraguay;5.82816;State
2004;Peru;27.66518;State
2004;Puerto Rico;3.89393;State
2004;Saint Kitts and Nevis;0.04753;State
2004;Saint Lucia;0.15666;State
2004;Saint Vincent/Grenadines;0.10648;State
2004;Suriname;0.45532;State
2004;Trinidad and Tobago;1.23933;State
2004;Turks and Caicos Islands;0.01997;State
2004;Uruguay;3.40639;State
2004;Venezuela;24.90462;State
2004;Virgin Islands -  U.S.;0.10935;State
2004;Virgin Islands - British;0.02222;State
2004;Europe;590.55745;Continent
2004;Albania;3.04564;State
2004;Austria;8.17476;State
2004;Belgium;10.34828;State
2004;Bulgaria;7.51797;State
2004;Cyprus;0.98719;State
2004;Denmark;5.41339;State
2004;Faroe Islands;0.04829;State
2004;Finland;5.21451;State
2004;France;61.04681;State
2004;Germany;82.42461;State
2004;Gibraltar;0.02841;State
2004;Greece;10.64753;State
2004;Hungary;10.07261;State
2004;Iceland;0.29397;State
2004;Ireland;4.09116;State
2004;Italy;58.08669;State
2004;Luxembourg;0.46269;State
2004;Malta;0.39685;State
2004;Netherlands;16.3182;State
2004;Norway;4.57456;State
2004;Poland;38.58044;State
2004;Portugal;10.52415;State
2004;Romania;22.24763;State
2004;Spain;43.00016;State
2004;Sweden;8.9864;State
2004;Switzerland;7.48431;State
2004;Turkey;71.61354;State
2004;United Kingdom;60.37665;State
2004;Eurasia;285.7158;Region
2004;Middle East;187.25346;Region
2004;Bahrain;0.67855;State
2004;Iran;71.4395;State
2004;Iraq;25.37625;State
2004;Israel;6.61773;State
2004;Jordan;5.12826;State
2004;Kuwait;2.25843;State
2004;Lebanon;3.87449;State
2004;Oman;2.64561;State
2004;Qatar;0.75882;State
2004;Saudi Arabia;23.20004;State
2004;Syria;18.13682;State
2004;United Arab Emirates;3.90795;State
2004;Yemen;19.73383;State
2004;Africa;883.59024;Continent
2004;Algeria;32.15767;State
2004;Angola;11.39113;State
2004;Benin;7.52683;State
2004;Botswana;1.80783;State
2004;Burkina Faso;13.47809;State
2004;Burundi;7.85873;State
2004;Cameroon;16.87275;State
2004;Cape Verde;0.4628;State
2004;Central African Republic;4.28875;State
2004;Chad;9.09766;State
2004;Comoros;0.65226;State
2004;Congo (Brazzaville);3.50374;State
2004;Congo (Kinshasa);58.62998;State
2004;Cote dIvoire (IvoryCoast);18.50438;State
2004;Djibouti;0.65741;State
2004;Egypt;71.00947;State
2004;Equatorial Guinea;0.55142;State
2004;Ethiopia;72.63721;State
2004;Gabon;1.36441;State
2004;Gambia - The;1.54888;State
2004;Ghana;21.60098;State
2004;Guinea;8.97198;State
2004;Guinea-Bissau;1.38693;State
2004;Kenya;33.96709;State
2004;Lesotho;1.9249;State
2004;Liberia;2.79594;State
2004;Libya;5.64308;State
2004;Madagascar;17.76815;State
2004;Malawi;13.14014;State
2004;Mali;11.82733;State
2004;Mauritania;2.76795;State
2004;Mauritius;1.23206;State
2004;Morocco;29.55151;State
2004;Mozambique;19.77284;State
2004;Niger;12.70466;State
2004;Nigeria;134.60451;State
2004;Reunion;0.76615;State
2004;Rwanda;9.36125;State
2004;Saint Helena;0.00743;State
2004;Sao Tome and Principe;0.15397;State
2004;Senegal;10.51912;State
2004;Seychelles;0.08297;State
2004;Sierra Leone;4.6022;State
2004;Somalia;8.45947;State
2004;South Africa;47.03287;State
2004;Sudan;37.44223;State
2004;Swaziland;1.23795;State
2004;Tanzania;36.98997;State
2004;Togo;5.57821;State
2004;Tunisia;9.97893;State
2004;Uganda;27.23366;State
2004;Western Sahara;0.39974;State
2004;Zambia;11.4337;State
2004;Zimbabwe;11.73505;State
2004;Asia & Oceania;3570.71937;Region
2004;Afghanistan;25.00134;State
2004;American Samoa;0.06146;State
2004;Australia;19.99508;State
2004;Bangladesh;141.7344;State
2004;Bhutan;0.64541;State
2004;Brunei;0.35431;State
2004;Burma (Myanmar);49.9622;State
2004;Cambodia;13.10994;State
2004;China;1291.0018;State
2004;Cook Islands;0.01409;State
2004;Fiji;0.82982;State
2004;French Polynesia;0.26655;State
2004;Guam;0.16612;State
2004;Hong Kong;6.85513;State
2004;India;1074.15902;State
2004;Indonesia;226.00413;State
2004;Japan;127.4805;State
2004;Kiribati;0.09112;State
2004;Korea - North;22.05448;State
2004;Korea - South;47.85385;State
2004;Laos;5.74604;State
2004;Macau;0.45523;State
2004;Malaysia;25.47547;State
2004;Maldives;0.3266;State
2004;Mongolia;2.82457;State
2004;Nauru;0.00997;State
2004;Nepal;26.70832;State
2004;New Caledonia;0.22802;State
2004;New Zealand;4.00601;State
2004;Niue;0.00216;State
2004;Pakistan;166.22361;State
2004;Papua New Guinea;5.31389;State
2004;Philippines;88.62179;State
2004;Samoa;0.18277;State
2004;Singapore;4.35389;State
2004;Solomon Islands;0.48317;State
2004;Sri Lanka;20.30327;State
2004;Taiwan;22.62239;State
2004;Thailand;64.24084;State
2004;Tonga;0.11026;State
2004;U.S. Pacific Islands;0.26494;State
2004;Vanuatu;0.20293;State
2004;Vietnam;83.35245;State
2004;World;6393.12094;World
2005;North America;434.47232;Region
2005;Bermuda;0.06591;State
2005;Canada;32.38638;State
2005;Greenland;0.05778;State
2005;Mexico;106.2029;State
2005;Saint Pierre and Miquelon;0.0062;State
2005;United States;295.75315;State
2005;Central & South America;451.05504;Region
2005;Antigua and Barbuda;0.08128;State
2005;Argentina;39.18126;State
2005;Bahamas - The;0.29671;State
2005;Barbados;0.28004;State
2005;Belize;0.28129;State
2005;Bolivia;9.07294;State
2005;Brazil;188.99308;State
2005;Cayman Islands;0.04434;State
2005;Chile;15.99504;State
2005;Colombia;41.48778;State
2005;Costa Rica;4.20869;State
2005;Cuba;11.32615;State
2005;Dominica;0.07212;State
2005;Dominican Republic;9.16447;State
2005;Ecuador;13.66232;State
2005;El Salvador;5.95622;State
2005;Falkland Islands (Islas Malvinas);0.00297;State
2005;French Guiana;0.19131;State
2005;Grenada;0.10459;State
2005;Guadeloupe;0.44452;State
2005;Guatemala;12.18255;State
2005;Guyana;0.7765;State
2005;Haiti;9.20467;State
2005;Honduras;7.19307;State
2005;Jamaica;2.73651;State
2005;Martinique;0.426;State
2005;Montserrat;0.00453;State
2005;Netherlands Antilles;0.2201;State
2005;Nicaragua;5.46918;State
2005;Panama;3.15503;State
2005;Paraguay;5.92554;State
2005;Peru;28.05111;State
2005;Puerto Rico;3.91072;State
2005;Saint Kitts and Nevis;0.0479;State
2005;Saint Lucia;0.15737;State
2005;Saint Vincent/Grenadines;0.10607;State
2005;Suriname;0.4605;State
2005;Trinidad and Tobago;1.23669;State
2005;Turks and Caicos Islands;0.02057;State
2005;Uruguay;3.42489;State
2005;Venezuela;25.26918;State
2005;Virgin Islands -  U.S.;0.1096;State
2005;Virgin Islands - British;0.02268;State
2005;Europe;593.44305;Continent
2005;Albania;3.02453;State
2005;Austria;8.18469;State
2005;Belgium;10.36439;State
2005;Bulgaria;7.45035;State
2005;Cyprus;1.01074;State
2005;Denmark;5.43234;State
2005;Faroe Islands;0.04831;State
2005;Finland;5.22344;State
2005;France;61.43496;State
2005;Germany;82.43139;State
2005;Gibraltar;0.02846;State
2005;Greece;10.66835;State
2005;Hungary;10.05762;State
2005;Iceland;0.29674;State
2005;Ireland;4.19919;State
2005;Italy;58.13264;State
2005;Luxembourg;0.46857;State
2005;Malta;0.39853;State
2005;Netherlands;16.40749;State
2005;Norway;4.59304;State
2005;Poland;38.55798;State
2005;Portugal;10.56621;State
2005;Romania;22.19716;State
2005;Spain;43.70437;State
2005;Sweden;9.00177;State
2005;Switzerland;7.5231;State
2005;Turkey;72.67381;State
2005;United Kingdom;60.73887;State
2005;Eurasia;285.13088;Region
2005;Middle East;190.98173;Region
2005;Bahrain;0.68905;State
2005;Iran;72.28271;State
2005;Iraq;26.07609;State
2005;Israel;6.74292;State
2005;Jordan;5.2454;State
2005;Kuwait;2.33662;State
2005;Lebanon;3.89239;State
2005;Oman;2.69689;State
2005;Qatar;0.78567;State
2005;Saudi Arabia;23.64221;State
2005;Syria;18.56267;State
2005;United Arab Emirates;4.0866;State
2005;Yemen;20.34467;State
2005;Africa;904.41715;Continent
2005;Algeria;32.56074;State
2005;Angola;11.70695;State
2005;Benin;7.77771;State
2005;Botswana;1.84012;State
2005;Burkina Faso;13.90389;State
2005;Burundi;8.16194;State
2005;Cameroon;17.26147;State
2005;Cape Verde;0.4706;State
2005;Central African Republic;4.36304;State
2005;Chad;9.40066;State
2005;Comoros;0.67164;State
2005;Congo (Brazzaville);3.604;State
2005;Congo (Kinshasa);60.47351;State
2005;Cote dIvoire (IvoryCoast);18.9205;State
2005;Djibouti;0.6664;State
2005;Egypt;72.54351;State
2005;Equatorial Guinea;0.56723;State
2005;Ethiopia;74.98029;State
2005;Gabon;1.39569;State
2005;Gambia - The;1.59451;State
2005;Ghana;22.06238;State
2005;Guinea;9.15373;State
2005;Guinea-Bissau;1.41416;State
2005;Kenya;34.91178;State
2005;Lesotho;1.92212;State
2005;Liberia;2.93008;State
2005;Libya;5.77753;State
2005;Madagascar;18.31216;State
2005;Malawi;13.49211;State
2005;Mali;12.13382;State
2005;Mauritania;2.83794;State
2005;Mauritius;1.24282;State
2005;Morocco;29.90096;State
2005;Mozambique;20.15401;State
2005;Niger;13.18887;State
2005;Nigeria;137.49506;State
2005;Reunion;0.76615;State
2005;Rwanda;9.61107;State
2005;Saint Helena;0.00748;State
2005;Sao Tome and Principe;0.15751;State
2005;Senegal;10.80412;State
2005;Seychelles;0.08389;State
2005;Sierra Leone;4.70805;State
2005;Somalia;8.75245;State
2005;South Africa;47.48345;State
2005;Sudan;38.36308;State
2005;Swaziland;1.25898;State
2005;Tanzania;37.77057;State
2005;Togo;5.71452;State
2005;Tunisia;10.07938;State
2005;Uganda;28.19939;State
2005;Western Sahara;0.4154;State
2005;Zambia;11.71036;State
2005;Zimbabwe;11.63947;State
2005;Asia & Oceania;3609.62956;Region
2005;Afghanistan;25.53805;State
2005;American Samoa;0.0624;State
2005;Australia;20.23235;State
2005;Bangladesh;144.13874;State
2005;Bhutan;0.6549;State
2005;Brunei;0.36111;State
2005;Burma (Myanmar);50.57209;State
2005;Cambodia;13.2974;State
2005;China;1297.76532;State
2005;Cook Islands;0.0136;State
2005;Fiji;0.83656;State
2005;French Polynesia;0.27074;State
2005;Guam;0.16861;State
2005;Hong Kong;6.89869;State
2005;India;1090.97303;State
2005;Indonesia;228.89575;State
2005;Japan;127.53719;State
2005;Kiribati;0.09259;State
2005;Korea - North;22.19857;State
2005;Korea - South;48.00516;State
2005;Laos;5.83636;State
2005;Macau;0.47403;State
2005;Malaysia;25.96812;State
2005;Maldives;0.33625;State
2005;Mongolia;2.86599;State
2005;Nauru;0.01001;State
2005;Nepal;27.09387;State
2005;New Caledonia;0.2324;State
2005;New Zealand;4.04606;State
2005;Niue;0.00216;State
2005;Pakistan;169.27864;State
2005;Papua New Guinea;5.43977;State
2005;Philippines;90.43579;State
2005;Samoa;0.18449;State
2005;Singapore;4.42572;State
2005;Solomon Islands;0.49575;State
2005;Sri Lanka;20.50426;State
2005;Taiwan;22.70108;State
2005;Thailand;64.7426;State
2005;Tonga;0.11245;State
2005;U.S. Pacific Islands;0.25814;State
2005;Vanuatu;0.20609;State
2005;Vietnam;84.42493;State
2005;World;6469.12974;World
2006;North America;438.82964;Region
2006;Bermuda;0.06644;State
2006;Canada;32.65668;State
2006;Greenland;0.05764;State
2006;Mexico;107.44953;State
2006;Saint Pierre and Miquelon;0.00615;State
2006;United States;298.59321;State
2006;Central & South America;457.01699;Region
2006;Antigua and Barbuda;0.08234;State
2006;Argentina;39.61443;State
2006;Bahamas - The;0.29929;State
2006;Barbados;0.28121;State
2006;Belize;0.28795;State
2006;Bolivia;9.24971;State
2006;Brazil;191.46901;State
2006;Cayman Islands;0.04552;State
2006;Chile;16.15084;State
2006;Colombia;42.04625;State
2006;Costa Rica;4.26977;State
2006;Cuba;11.36155;State
2006;Dominica;0.07225;State
2006;Dominican Republic;9.29504;State
2006;Ecuador;13.91706;State
2006;El Salvador;5.97089;State
2006;Falkland Islands (Islas Malvinas);0.00297;State
2006;French Guiana;0.19131;State
2006;Grenada;0.1052;State
2006;Guadeloupe;0.44452;State
2006;Guatemala;12.45475;State
2006;Guyana;0.77021;State
2006;Haiti;9.35756;State
2006;Honduras;7.35516;State
2006;Jamaica;2.75961;State
2006;Martinique;0.426;State
2006;Montserrat;0.00463;State
2006;Netherlands Antilles;0.22189;State
2006;Nicaragua;5.57459;State
2006;Panama;3.20648;State
2006;Paraguay;6.02047;State
2006;Peru;28.43259;State
2006;Puerto Rico;3.92674;State
2006;Saint Kitts and Nevis;0.04828;State
2006;Saint Lucia;0.15813;State
2006;Saint Vincent/Grenadines;0.10569;State
2006;Suriname;0.46561;State
2006;Trinidad and Tobago;1.23456;State
2006;Turks and Caicos Islands;0.02117;State
2006;Uruguay;3.44295;State
2006;Venezuela;25.64146;State
2006;Virgin Islands -  U.S.;0.10976;State
2006;Virgin Islands - British;0.02313;State
2006;Europe;596.28503;Continent
2006;Albania;3.00578;State
2006;Austria;8.19288;State
2006;Belgium;10.37907;State
2006;Bulgaria;7.38537;State
2006;Cyprus;1.03103;State
2006;Denmark;5.45066;State
2006;Faroe Islands;0.04832;State
2006;Finland;5.23137;State
2006;France;61.82613;State
2006;Germany;82.4223;State
2006;Gibraltar;0.02854;State
2006;Greece;10.68806;State
2006;Hungary;10.04627;State
2006;Iceland;0.29939;State
2006;Ireland;4.30902;State
2006;Italy;58.16346;State
2006;Luxembourg;0.47441;State
2006;Malta;0.40021;State
2006;Netherlands;16.49146;State
2006;Norway;4.61082;State
2006;Poland;38.53687;State
2006;Portugal;10.60587;State
2006;Romania;22.15048;State
2006;Spain;44.43175;State
2006;Sweden;9.0166;State
2006;Switzerland;7.55793;State
2006;Turkey;73.72612;State
2006;United Kingdom;61.10066;State
2006;Eurasia;284.59973;Region
2006;Middle East;195.2996;Region
2006;Bahrain;0.69934;State
2006;Iran;73.1844;State
2006;Iraq;26.78418;State
2006;Israel;6.86688;State
2006;Jordan;5.61722;State
2006;Kuwait;2.41946;State
2006;Lebanon;3.8511;State
2006;Oman;2.7482;State
2006;Qatar;0.80258;State
2006;Saudi Arabia;24.0732;State
2006;Syria;19.32269;State
2006;United Arab Emirates;4.26591;State
2006;Yemen;20.96452;State
2006;Africa;925.68403;Continent
2006;Algeria;32.95925;State
2006;Angola;11.99281;State
2006;Benin;8.03171;State
2006;Botswana;1.87578;State
2006;Burkina Faso;14.34353;State
2006;Burundi;8.46451;State
2006;Cameroon;17.65786;State
2006;Cape Verde;0.47831;State
2006;Central African Republic;4.44895;State
2006;Chad;9.64896;State
2006;Comoros;0.69137;State
2006;Congo (Brazzaville);3.70406;State
2006;Congo (Kinshasa);62.37591;State
2006;Cote dIvoire (IvoryCoast);19.3268;State
2006;Djibouti;0.67914;State
2006;Egypt;74.10059;State
2006;Equatorial Guinea;0.58335;State
2006;Ethiopia;77.4114;State
2006;Gabon;1.42639;State
2006;Gambia - The;1.64029;State
2006;Ghana;22.52438;State
2006;Guinea;9.34573;State
2006;Guinea-Bissau;1.44275;State
2006;Kenya;35.89065;State
2006;Lesotho;1.9192;State
2006;Liberia;3.10761;State
2006;Libya;5.91323;State
2006;Madagascar;18.87216;State
2006;Malawi;13.85568;State
2006;Mali;12.44653;State
2006;Mauritania;2.9091;State
2006;Mauritius;1.25343;State
2006;Morocco;30.24777;State
2006;Mozambique;20.53002;State
2006;Niger;13.69295;State
2006;Nigeria;140.39777;State
2006;Reunion;0.76615;State
2006;Rwanda;9.85722;State
2006;Saint Helena;0.00752;State
2006;Sao Tome and Principe;0.16111;State
2006;Senegal;11.09611;State
2006;Seychelles;0.0848;State
2006;Sierra Leone;4.81762;State
2006;Somalia;9.03018;State
2006;South Africa;47.92567;State
2006;Sudan;39.3964;State
2006;Swaziland;1.2798;State
2006;Tanzania;38.56853;State
2006;Togo;5.8654;State
2006;Tunisia;10.17973;State
2006;Uganda;29.2065;State
2006;Western Sahara;0.43032;State
2006;Zambia;12.01326;State
2006;Zimbabwe;11.54433;State
2006;Asia & Oceania;3648.16942;Region
2006;Afghanistan;26.23521;State
2006;American Samoa;0.06322;State
2006;Australia;20.48947;State
2006;Bangladesh;146.51711;State
2006;Bhutan;0.66421;State
2006;Brunei;0.36782;State
2006;Burma (Myanmar);51.16167;State
2006;Cambodia;13.49871;State
2006;China;1304.26188;State
2006;Cook Islands;0.01313;State
2006;Fiji;0.84395;State
2006;French Polynesia;0.27487;State
2006;Guam;0.17109;State
2006;Hong Kong;6.94043;State
2006;India;1107.62435;State
2006;Indonesia;231.82024;State
2006;Japan;127.51517;State
2006;Kiribati;0.09406;State
2006;Korea - North;22.33156;State
2006;Korea - South;48.12356;State
2006;Laos;5.93079;State
2006;Macau;0.49943;State
2006;Malaysia;26.43216;State
2006;Maldives;0.34812;State
2006;Mongolia;2.9084;State
2006;Nauru;0.00957;State
2006;Nepal;27.45895;State
2006;New Caledonia;0.23651;State
2006;New Zealand;4.0878;State
2006;Niue;0.00216;State
2006;Pakistan;172.38187;State
2006;Papua New Guinea;5.56556;State
2006;Philippines;92.26694;State
2006;Samoa;0.18625;State
2006;Singapore;4.49215;State
2006;Solomon Islands;0.50838;State
2006;Sri Lanka;20.71793;State
2006;Taiwan;22.78187;State
2006;Thailand;65.23501;State
2006;Tonga;0.11471;State
2006;U.S. Pacific Islands;0.24957;State
2006;Vanuatu;0.20922;State
2006;Vietnam;85.47054;State
2006;World;6545.88444;World
2007;North America;443.3473;Region
2007;Bermuda;0.06692;State
2007;Canada;32.93596;State
2007;Greenland;0.05753;State
2007;Mexico;108.70089;State
2007;Saint Pierre and Miquelon;0.0061;State
2007;United States;301.5799;State
2007;Central & South America;462.89157;Region
2007;Antigua and Barbuda;0.08343;State
2007;Argentina;40.04882;State
2007;Bahamas - The;0.30197;State
2007;Barbados;0.28236;State
2007;Belize;0.29461;State
2007;Bolivia;9.42594;State
2007;Brazil;193.91858;State
2007;Cayman Islands;0.04669;State
2007;Chile;16.30385;State
2007;Colombia;42.59732;State
2007;Costa Rica;4.33113;State
2007;Cuba;11.39404;State
2007;Dominica;0.07238;State
2007;Dominican Republic;9.42623;State
2007;Ecuador;14.13496;State
2007;El Salvador;5.98175;State
2007;Falkland Islands (Islas Malvinas);0.00297;State
2007;French Guiana;0.19131;State
2007;Grenada;0.10589;State
2007;Guadeloupe;0.44452;State
2007;Guatemala;12.72811;State
2007;Guyana;0.76381;State
2007;Haiti;9.50049;State
2007;Honduras;7.51621;State
2007;Jamaica;2.78222;State
2007;Martinique;0.426;State
2007;Montserrat;0.00451;State
2007;Netherlands Antilles;0.22365;State
2007;Nicaragua;5.68021;State
2007;Panama;3.25833;State
2007;Paraguay;6.113;State
2007;Peru;28.8093;State
2007;Puerto Rico;3.94124;State
2007;Saint Kitts and Nevis;0.04866;State
2007;Saint Lucia;0.15887;State
2007;Saint Vincent/Grenadines;0.10531;State
2007;Suriname;0.47078;State
2007;Trinidad and Tobago;1.23281;State
2007;Turks and Caicos Islands;0.02176;State
2007;Uruguay;3.46061;State
2007;Venezuela;26.02353;State
2007;Virgin Islands -  U.S.;0.10982;State
2007;Virgin Islands - British;0.02359;State
2007;Europe;599.16377;Continent
2007;Albania;2.99158;State
2007;Austria;8.19978;State
2007;Belgium;10.39223;State
2007;Bulgaria;7.32286;State
2007;Cyprus;1.04891;State
2007;Denmark;5.46812;State
2007;Faroe Islands;0.04849;State
2007;Finland;5.23846;State
2007;France;62.22577;State
2007;Germany;82.401;State
2007;Gibraltar;0.02861;State
2007;Greece;10.70629;State
2007;Hungary;10.03423;State
2007;Iceland;0.30193;State
2007;Ireland;4.41998;State
2007;Italy;58.17808;State
2007;Luxembourg;0.48022;State
2007;Malta;0.40188;State
2007;Netherlands;16.57061;State
2007;Norway;4.62793;State
2007;Poland;38.51824;State
2007;Portugal;10.64284;State
2007;Romania;22.10615;State
2007;Spain;45.21164;State
2007;Sweden;9.03109;State
2007;Switzerland;7.58892;State
2007;Turkey;74.76784;State
2007;United Kingdom;61.50589;State
2007;Eurasia;284.11939;Region
2007;Middle East;200.13219;Region
2007;Bahrain;0.70938;State
2007;Iran;74.09327;State
2007;Iraq;27.50016;State
2007;Israel;6.99006;State
2007;Jordan;5.99719;State
2007;Kuwait;2.50672;State
2007;Lebanon;3.89556;State
2007;Oman;2.80028;State
2007;Qatar;0.8149;State
2007;Saudi Arabia;24.49852;State
2007;Syria;20.48772;State
2007;United Arab Emirates;4.44401;State
2007;Yemen;21.59104;State
2007;Africa;947.55885;Continent
2007;Algeria;33.36274;State
2007;Angola;12.2636;State
2007;Benin;8.27816;State
2007;Botswana;1.91342;State
2007;Burkina Faso;14.79717;State
2007;Burundi;8.78294;State
2007;Cameroon;18.06038;State
2007;Cape Verde;0.48599;State
2007;Central African Republic;4.54373;State
2007;Chad;9.88566;State
2007;Comoros;0.71142;State
2007;Congo (Brazzaville);3.80233;State
2007;Congo (Kinshasa);64.3902;State
2007;Cote dIvoire (IvoryCoast);19.74695;State
2007;Djibouti;0.69438;State
2007;Egypt;75.67654;State
2007;Equatorial Guinea;0.59976;State
2007;Ethiopia;79.9358;State
2007;Gabon;1.45645;State
2007;Gambia - The;1.68614;State
2007;Ghana;22.9807;State
2007;Guinea;9.56922;State
2007;Guinea-Bissau;1.47278;State
2007;Kenya;36.91372;State
2007;Lesotho;1.91686;State
2007;Liberia;3.26994;State
2007;Libya;6.0499;State
2007;Madagascar;19.44882;State
2007;Malawi;14.23279;State
2007;Mali;12.76879;State
2007;Mauritania;2.98145;State
2007;Mauritius;1.2639;State
2007;Morocco;30.59445;State
2007;Mozambique;20.90558;State
2007;Niger;14.21471;State
2007;Nigeria;143.3121;State
2007;Reunion;0.76615;State
2007;Rwanda;10.14108;State
2007;Saint Helena;0.00756;State
2007;Sao Tome and Principe;0.16475;State
2007;Senegal;11.3943;State
2007;Seychelles;0.0857;State
2007;Sierra Leone;4.91833;State
2007;Somalia;9.29161;State
2007;South Africa;48.36713;State
2007;Sudan;40.52607;State
2007;Swaziland;1.29991;State
2007;Tanzania;39.38422;State
2007;Togo;6.04238;State
2007;Tunisia;10.28121;State
2007;Uganda;30.26261;State
2007;Western Sahara;0.4454;State
2007;Zambia;12.34108;State
2007;Zimbabwe;11.44319;State
2007;Asia & Oceania;3686.3589;Region
2007;Afghanistan;26.91153;State
2007;American Samoa;0.06403;State
2007;Australia;20.74963;State
2007;Bangladesh;148.89374;State
2007;Bhutan;0.67335;State
2007;Brunei;0.37458;State
2007;Burma (Myanmar);51.75584;State
2007;Cambodia;13.71869;State
2007;China;1310.58354;State
2007;Cook Islands;0.01269;State
2007;Fiji;0.85211;State
2007;French Polynesia;0.27896;State
2007;Guam;0.17354;State
2007;Hong Kong;6.98041;State
2007;India;1124.1348;State
2007;Indonesia;234.694;State
2007;Japan;127.43349;State
2007;Kiribati;0.09548;State
2007;Korea - North;22.45422;State
2007;Korea - South;48.25015;State
2007;Laos;6.03541;State
2007;Macau;0.52553;State
2007;Malaysia;26.89556;State
2007;Maldives;0.36497;State
2007;Mongolia;2.95179;State
2007;Nauru;0.00912;State
2007;Nepal;27.82789;State
2007;New Caledonia;0.24045;State
